"User","Tweet","Link to tweet"
"@Paul Maidowski","@Cedders68 @keithalexander Background on state succession & treaties: https://t.co/ZlyIohrf4O good example of my standard point that what looks like a common sense question to lay people in fact is a minefield of complexity to experts. Repeat for literally every dimension of climate discourse.","https://twitter.com/_ppmv/status/1228986791744634881"
"@Matthew Bonnstetter"," @healthy_climate: “Climate change must be accepted as an overriding threat to national and human security, with the response being the h…","https://twitter.com/MLBinWA/status/1228986790914203648"
"@Eric Styles","@TerryCormierGP oh & Andy..  if you wanna get inTo it,  & back up yr opinion based nonsense w Climate Denial ""Junk Science"" websites, payed for by Oil & Gas..  I'll make you sound foolish,  expose yR politicised motivation, refUTe yr claims,  & crush yr bullsHizzle reasoning w scientific facts.","https://twitter.com/Eric_thViking/status/1228986789768990720"
"@Patrick O'Brien"," @CNN: The impact of the climate crisis is becoming more and more obvious to humans and their animal neighbors. But among all species, po…","https://twitter.com/newendeavor/status/1228986787739185154"
"@Smitha 🇮🇳"," @anthonyfurey: A fascinating feature where the activists shutting down our country basically admit that this is not an Indigenous grassr…","https://twitter.com/naidusmitha/status/1228986785285451777"
"@DeplorableBristolian"," @RAF_IFA: Indians and Buddhists are now effortlessly joining the ranks of the Semites, Tories, ‘Climate deniers’, Heterosexuals, White m…","https://twitter.com/deplorabristol/status/1228986785272868864"
"@Final OverdriveⒶ"," @KokuTheHuman: This is very uplifting and shows us the fantastic world we can achieve if we keep fighting!  History shows that capital c…","https://twitter.com/FinalOverdrive/status/1228986782873681921"
"@kookexmachina"," @AssaadRazzouk: “In interviews [...] since September, it’s been clear that Australians are reconsidering far more than energy and emissi…","https://twitter.com/yeahkook/status/1228986779656572928"
"@ட்விட்டர் போராளி !"," @ParveenKaswan: Severity of locust attack. This is from Karachi. India, Pak, Iran to many African countries are facing it. They are eati…","https://twitter.com/karthik_thinks/status/1228986776238247944"
"@Fleur E Newman"," @pewenvironment: #ICYMI: An iceberg twice the size of Washington broke off Antarctica this week.  A network of marine protected areas he…","https://twitter.com/FleurENewman/status/1228986773457580032"
"@Phar Kinnell","@AStrongerOZ @SkyNewsAust A lot has happened in six months since the election. Inner city seats are interested in climate change. As an elected representative, maybe they’re responding to their electorate. Who’d have thought?","https://twitter.com/Phar_Kinnell/status/1228986773201539072"
"@Dan Bloom on 'Planet Cli-Fi' (sci-fi, end is nigh)","#ClimateTwitter  Op-ed by #GrandpaDanny (age 70)  TOPIC:。A reasoned call for reason and good will to prevail in the climate debates worldwide, from USA to Oz, from UK to Canada   https://t.co/FYpZqyt3bX   #clifi #humour #allinthefamily","https://twitter.com/do_you_cli_fi_/status/1228986771687370753"
"@Margaret (Mags)"," @LabourRichard: In the face of this climate emergency, the SNP must stand up for future generations in Scotland and protect our environm…","https://twitter.com/Magsbooks2481/status/1228986770852909063"
"@🍃 michelle⁷ 🍃 E G O"," @YE0NJOONS: no single man out of 7 billion+ should own enough money to solve world hunger, end climate change and bring the 700M people…","https://twitter.com/minstradmus/status/1228986769930178560"
"@💧Rani Lyons 🐟🌿⛈"," @putinsgay: Climate Change Denier Air Pollution Advocate 🤨👉🏽Mandy Gunasekara, who pushed for the U.S. to drop out of Paris climate accor…","https://twitter.com/NoAdaniOz/status/1228986768587780096"
"@Marley Butler"," @curryja: My latest roundup of interesting papers related to climate science and policy https://t.co/oKD3vVnxnn via @curryja","https://twitter.com/MarleyButler5/status/1228986758458511360"
"@azulita"," @FAOKnowledge: 💡 #Innovation comes in many forms.   See how farmers in Pakistan are finding innovative local solutions to improve #Plant…","https://twitter.com/azulitasalim_/status/1228986755509915649"
"@Catherine Banet","Damming the #NorthSea ? Sounds like an extreme engineering fantasy, with major ecological consequences. Let’s use the concept as an alarm, in the climate mitigation debate. «As Sea Levels Rise, Scientists Offer a Bold Idea: Dam the North Sea» via @nytimes https://t.co/SEa3P4aMbx","https://twitter.com/catherinebanet/status/1228986753492701184"
"@Sean Pawley"," @hallaboutafrica: Kigali begins a city-wide flower-planting programme to make Rwanda's capital colourful and fragrant day and night, and…","https://twitter.com/sean_pawley/status/1228986752301400066"
"@💧UnmazingUntheist","I just signed up to support the introduction of the Climate Change Bill into our Parliament. See details, add your name & contact your federal MP. https://t.co/fc2sanHBED #climateactnow #auspol","https://twitter.com/Clowninjalee/status/1228986750707490816"
"@Nigel Hiley"," @CarolineLucas: Our environment is now being *safeguarded* by a minister who - Voted 14 times against measures to tackle climate change…","https://twitter.com/hiley_nigel/status/1228986742822330368"
"@Andrew Curry"," @ClimateBonds: Green Highlights 2019: Europe leads in total cumulative #greenbonds issuance at $307.7bn.  France leads Europe, followed…","https://twitter.com/nextwavefutures/status/1228986739223670785"
"@Terry Smith"," @Steveredwolf: EVERY day-Trees felled without thought of CLIMATE EMERGENCY and the need to take carbon out the atmosphere-this vandalism…","https://twitter.com/terryarthursmi1/status/1228986736505737216"
"@adebosin Yomi"," @AssaadRazzouk: “In interviews [...] since September, it’s been clear that Australians are reconsidering far more than energy and emissi…","https://twitter.com/scord888/status/1228986731560603648"
"@SDGsCameroon","‘The only uncertainty is how long we’ll last’: a worst case scenario for the climate in 2050 https://t.co/6CDZ6pHQ5Y #climatechange","https://twitter.com/SDGscameroon/status/1228986727873859585"
"@abutchart123"," @BeachMilk: Apart from Justin Trudeau, there is no greater climate fear mongerer in the world than France’s President Macron.  He MILKS…","https://twitter.com/abutchart123/status/1228986726959501312"
"@GrampaGeorge"," @BethanyinCBR: This pretty much captures journalism in Australia. When (many) journalists interview someone who is an expert about somet…","https://twitter.com/GrampaGeorge6/status/1228986716289028098"
"@💧Hugs&Kittens_Suede 🌱🔥🖕 #NotMyPrimeMinister"," @bruce_haigh: Yep, they have backed every losing conservative cause from Vietnam to Conservation and Climate Change. https://t.co/zC0x8m…","https://twitter.com/southwin28/status/1228986709590728704"
"@Goo goo ga joob","@dovetail22uk @MattCarr55 Brexit was all about getting rid of neoliberalism, that's why we've now got a cabinet of Marxist economists and climate scientists.","https://twitter.com/No__nononono_/status/1228986704398372864"
"@Lauren Ackerman"," @PollyWilkins: And just to be clear this need to quantify the forest’s contribution in capitalist monetary terms is exactly why any clim…","https://twitter.com/VerbingNouns/status/1228986702183702528"
"@Maria"," @MalachiteTiger: I realize Americans are no better but it is still viscerally weird watching a load of Canadians go from protesting for…","https://twitter.com/Cabo_a_Tenente/status/1228986700879106050"
"@Carl."," @SowetanLIVE: ""Seeing how the maize is wilting, we may have a very bad harvest."" https://t.co/D8aKcyuMBP","https://twitter.com/Carl_CE50/status/1228986693509931008"
"@Gravilliers"," @DanRather: All Democratic candidates believe the climate is in crisis. All believe in science and the need for dramatic action. Preside…","https://twitter.com/gravilliers/status/1228986691349876737"
"@Tolulope Adeleru-Balogun"," @hallaboutafrica: Kigali begins a city-wide flower-planting programme to make Rwanda's capital colourful and fragrant day and night, and…","https://twitter.com/tolulopeab/status/1228986688975798272"
"@💧🌏 🌳 Macca #ExtinctionRebellion 🔥🐨🔥🦘🔥🏡🔥","‘The only uncertainty is how long we’ll last’: a worst case scenario for the climate in 2050 | Environment | The Guardian https://t.co/0vE9wihEdx","https://twitter.com/marc_marcmc/status/1228986687725793285"
"@Tomthunkit™","INDEED: ‘Our house is still on fire. Your inaction is fueling the flames by the hour.’ — Listen to Greta Thunberg slam world leaders at Davos for their continued inability to address the climate crisis https://t.co/xToBQNFtc8 04 #VoteBlueNoMatterWho","https://twitter.com/TomthunkitsMind/status/1228986684764717056"
"@Tony Montana"," @BethanyinCBR: This pretty much captures journalism in Australia. When (many) journalists interview someone who is an expert about somet…","https://twitter.com/327Tony/status/1228986682126389250"
"@palkay zainab"," @HaniKhanPk: UNSG will deliver special talks on themes of sustainable development, climate change and peacekeeping.  #UNSGForAfghanPeace…","https://twitter.com/PalkayZainab/status/1228986678657929217"
"@BRIAN FUNNAGAN"," @TiaBarracini: FDR was called a traitor to his class.  If it takes a billionaire to defeat Trump - so be it. At least we’ll have a chanc…","https://twitter.com/FUNNAGAN/status/1228986674517966848"
"@Yᴀꜱʜ Rᴀᴊ Sɪɴɢʜ","@HINDprehistory Kalibangan suffered no invaders, no floods. No evidence points to usual IVC decline setup. It declined because of drying up of river Ghaggar. Probably a victim of climate change.","https://twitter.com/singh_raj_yash/status/1228986673666486272"
"@ninya 🚩","@angelicahmau in this age and climate??!! 😌🤷🏽‍♀️","https://twitter.com/janambelas/status/1228986673565843456"
"@Keith Austin"," @louisa1000: Jane Goodall: We're going through very dark times ...  Lots of people are kind of losing hope, because you get this message…","https://twitter.com/Auk150/status/1228986670835470341"
"@Moira","Has anyone else notice #SNP strategy is to INVEST IN THE CLIMATE. They never pour money into JOB CREATION. All their schemes to reduce CO2 involve LOSING JOBS. The worst thing of all the whole 'climate change' concept is a scam to tax/control/starve us. https://t.co/88qinXutdt","https://twitter.com/MoiraDundee/status/1228986667635281922"
"@Keith Davies"," @NoIAmTonyGreen: Brexit is destroying the economy and the Union.  A climate change denier is now Environment Secretary.  Johnson has sig…","https://twitter.com/keithmdavies/status/1228986663155748864"
"@jak"," @HarvardDivinity: ""What happens when sacred rivers become too polluted for gods and people?"" @EmersonCollege Professor of Anthropology,…","https://twitter.com/aladytweetcher/status/1228986660286877696"
"@Joy Kent"," @sophiehowe: Sad news of floods & @carolineflack1 this morning. Both preventable if we put protecting environment & being kinder above m…","https://twitter.com/joyouskent/status/1228986651210387462"
"@🐶Fabulous Queen Maeve🦄","@mickrad @ABCNetwork And isn’t at least one of those Ch7 ppl a Climate Change denier? Interesting that Stokes network and Murdoch network are broadcasting this, both self interest in CC denial. And climate scientist@MichaelEMann was uninvited.","https://twitter.com/Psycho_Chook/status/1228986650732056576"
"@Patricia Murphy"," @sybille_zeisel: Stop blaming population growth for climate change. The real culprit is wealth inequality https://t.co/1ZQoL1vD5q via @s…","https://twitter.com/_PatriciaMurphy/status/1228986644516216832"
"@Computer Minute","https://t.co/MSxLm2SNsX","https://twitter.com/ComputerMinute1/status/1228986644159705091"
"@Andy Clark"," @ThatTimWalker: A lot of this comes from Charles Moore - soon to made a peer and arguably more of a guru to Johnson than Cummings. Big o…","https://twitter.com/ajcwbay/status/1228986642955984903"
"@David Oconnell","@intp_strategos @CaptainAdvance1 @InsidersABC @David_Speers @M_McCormackMP What science? You are just like all other climate alarmist, you go on about climate change but cannot give any scientific evidence to support your wild claims.","https://twitter.com/davidoconnell46/status/1228986641185792000"
"@Sumaira Khan","@antonioguterres addressing conference on Sustainable Development and Climate Change   https://t.co/jUCi98e252","https://twitter.com/sumrkhan1/status/1228986640514899969"
"@Monica ♠️🌊👽🍒"," @Heidi_Cuda: 9/ Before churchy billionaires of the fossilized set made disbelief in climate change the word of god (see #4), former GOP…","https://twitter.com/Vuduchick/status/1228986639244021761"
"@Nafysaam"," @TransparencyMV: The agricultural project in GA Funadhoo has violated Maldivian Laws and disregarded the EIA, leaving the island and it'…","https://twitter.com/Nafee77/status/1228986630314373121"
"@Wayne M"," @ThatTimWalker: A lot of this comes from Charles Moore - soon to made a peer and arguably more of a guru to Johnson than Cummings. Big o…","https://twitter.com/wmorrison365/status/1228986625318936578"
"@John Woodman"," @johnharris1969: At a time of climate emergency, widespread poverty, a housing crisis, ruined local & city government, an ever-ageing so…","https://twitter.com/jwripple/status/1228986623121068033"
"@Wishi-Woshi-T-Shirts"," @GDRNorminton: On the left, Saddleworth Moor in February 2019.  On the right, Hebden Bridge in February 2020.  Both symptoms of what hap…","https://twitter.com/t_wishi/status/1228986621774704641"
"@💧Rodd Clarkson"," @ProfTerryHughes: Australia: ABC is airing a programme now on the mythical climate pause, long discredited, featuring well-known climate…","https://twitter.com/mrmintslice/status/1228986616556843008"
"@John Foster","#Canada's 2001 #climate predictions. How did they do? https://t.co/pvicEcWByN via @YouTube","https://twitter.com/hypersmith/status/1228986611574034433"
"@Louise Crossley 🕷#SardinesUK🐟IStandwithKenLoach"," @johnharris1969: At a time of climate emergency, widespread poverty, a housing crisis, ruined local & city government, an ever-ageing so…","https://twitter.com/CandidePeel/status/1228986608558518272"
"@Jessay #pumprules","@lastoften @romyproduces @mamamullet @AC360 I know you’re not at risk for getting racially profiled, groped by police, redlined so you can’t own property, banned from public bathrooms, or succumbing to climate change cuz you’ll be dead by the time it happens, but you can get behind being sexually harassed? Privileged bigot","https://twitter.com/jessay/status/1228986607098900480"
"@Sabrix"," @Reuters: WATCH: Antarctic base records hottest temperature ever https://t.co/Rq8KAFMfCd https://t.co/lcMyRzE6Md","https://twitter.com/Sabrix7/status/1228986604720721920"
"@mêowchyee 🕊"," @QuickTake: Companies are using this technology as a way to turn back the clocks on climate change https://t.co/QOuMIOOMcr","https://twitter.com/ansfazli_/status/1228986603139260416"
"@Scott Stark"," @davidsirota: Many in media & on this website are angrier at the tone of tweets than they are at politicians who supported:  - the Iraq…","https://twitter.com/scottlawyer/status/1228986599834365953"
"@WhatsOnLanarkshire","Family-friendly climate change film '2040' will be screened for one day only at Showcase Cinema Glasgow on Sunday 23rd February! @2040Film https://t.co/IUTlfAviPq https://t.co/tmwyF32sZr","https://twitter.com/WhatsOnLShire/status/1228986598152396801"
"@Völuspá"," @Reuters: ICYMI: Climate activist @GretaThunberg took part in a climate protest in Swedish Lapland. Thunberg was invited by a Sami youth…","https://twitter.com/bellmanNo82/status/1228986594641825792"
"@Leo Hickman"," @johnharris1969: At a time of climate emergency, widespread poverty, a housing crisis, ruined local & city government, an ever-ageing so…","https://twitter.com/LeoHickman/status/1228986592074792960"
"@💧🌿✈️Tim Kelly","I just signed up to support the introduction of the Climate Change Bill into our Parliament. We cannot wait for another election.  See details, add your name & contact your federal MP. https://t.co/qEovfVpWSZ #climateactnow #auspol","https://twitter.com/TimKellyAdl/status/1228986581370822662"
"@Mark"," @zalisteggall: Want your name to be on the right side of history?  Join your voice to mine and 27k others who want an Australian Climate…","https://twitter.com/Mark43315710/status/1228986574580273153"
"@Grace Macaluso"," @BarbraStreisand: A very generous man who puts his money where his mouth is... especially about climate change, gun safety and so many o…","https://twitter.com/GraceMacaluso2/status/1228986571434725377"
"@Whats On Network","Family-friendly climate change film '2040' will be screened for one day only at Showcase Cinema Glasgow on Sunday 23rd February! @2040Film https://t.co/VWDTBdoaWx https://t.co/Xm7tsyhxeF","https://twitter.com/WhatsOnNetwork/status/1228986570822254592"
"@The new Marco Polo."," @BeachMilk: Apart from Justin Trudeau, there is no greater climate fear mongerer in the world than France’s President Macron.  He MILKS…","https://twitter.com/langdaler/status/1228986568326746114"
"@Godfrey"," @RAF_IFA: Indians and Buddhists are now effortlessly joining the ranks of the Semites, Tories, ‘Climate deniers’, Heterosexuals, White m…","https://twitter.com/Godfrey28482926/status/1228986568096043008"
"@Bob Findlay","Top story: ‘The only uncertainty is how long we’ll last’: a worst case scenario for the climate in 2050 | Environment | The Guardian https://t.co/lz9fWaMc2Q, see more https://t.co/IgSlJertBK","https://twitter.com/scotsbob/status/1228986562416914435"
"@SheelaghG"," @spikedonline: The UK's citizens' assembly on climate change is a farce. Debate is circumscribed and discussion is expert-led. It's litt…","https://twitter.com/SheelaghG/status/1228986561150189569"
"@Tea time Tweets"," @Lava_Louisa: The climate DOES change, nobody can deny it but it is the cause that the activists claim which is fake. https://t.co/iZM7N…","https://twitter.com/har02091631/status/1228986553357291525"
"@Cédric Gossart","‘Air is cleaner than before the Industrial Revolution’: a best case scenario for the climate in 2050  https://t.co/Q5CsgRRvWt","https://twitter.com/gossartcedric/status/1228986552338042881"
"@Hammad Saeed","#Pakistan is among the list of 50 most #water scarce countries in the world.  #UNSGinPakistan #climate change https://t.co/HLo2l6wjJg","https://twitter.com/hammadsaeed/status/1228986550047977472"
"@Robert McLaughlin"," @Schtang: @michaelkoziol I do Powerful Owl (incl BooBooks) talks in NSW schools- I am always happy to tell the truth when students asked…","https://twitter.com/riotintosuknews/status/1228986547787030529"
"@Boguś /V(i)ews!☠️❌","@CarwynJThomas @darrengrimes_ ""Scientists""?  The actual scientists got warming wrong by FIVE times for the previous 100 years  And STILL said it would be a good thing  Now the SOCIAL ""Scientists"" supposedly doing Climate ""Science"" (if they put it in the name it isn't one) still can't get ANY predictions right","https://twitter.com/bogusNewsViews/status/1228986543597129729"
"@Swansea Valley Momentum"," @LabGND: This isn't normal.  We're running out of time to tackle the climate emergency. We need a Green New Deal, now 🌍🌹  https://t.co/m…","https://twitter.com/MomentumSwanVal/status/1228986535812435968"
"@Mark"," @QuentinDempster: “We are the champions ... of the world.” Fire Fight Australia concert on Seven. If only we were! We’ve lost 10 years o…","https://twitter.com/Mark43315710/status/1228986529973800960"
"@Richard Howard","Crisp, clear and concise. Thanks very much @SimonLeeWx @UniRdg_Met  #ClimateActionNow #StormDennis   https://t.co/37mENsTDaT","https://twitter.com/RDHoward/status/1228986529957236736"
"@SpideyV #Covfefe ⭐⭐⭐","@TDanevirke @MailOnline Yet keep pushing the climate hoax agenda.... So agrivating","https://twitter.com/SpideyV1/status/1228986529076404226"
"@Culture YYC"," @LarryHeatherBot: Liberal's twitter assault will see us provide homotax cuts within Crescent Heights until YOU boycott the climate chang…","https://twitter.com/cultureyyc/status/1228986523640573952"
"@Patrick Coleman","@of_playlist @KeithMillsD7 Housing affected by time lag. Progress likely to be made unless another major financial crisis - despite perception issues still remain. How much progress likely/unlikely to be sufficient? I take it that Climate Change Ministry is Environment or is it?","https://twitter.com/Patrick42358508/status/1228986522843729920"
"@Momir lan"," @OBenPotter: As this story from Wednesday shows: LNG emissions are out of control since 2005, road transport emissions have doubled and…","https://twitter.com/delacimpa/status/1228986509371400192"
"@Afrik|Sc.TV"," @theGEF: As extreme weather events cause havoc on supply chains, commerce, and operations all over the world, investment needs to flow w…","https://twitter.com/AfrikScTV/status/1228986508641734657"
"@Maria Cartella"," @MikeHudema: #ClimateChange is stealing our future.  Denial is deadly. It's time to #ActOnClimate.  #climate #energy #cdnpoli #GreenNewD…","https://twitter.com/Maria_Cartella/status/1228986507727429632"
"@Themightymo_mo"," @RealMarkLatham: More beautiful rain last night. All the dams and water tanks now full. Must be climate change (which idiot Lefties now…","https://twitter.com/beerbubblesmile/status/1228986504778665984"
"@Katy Jon Went","@johntrew888 Thanks. Being bipolar for me to come across as grounded & sensible is praise indeed! Balance is something I have to work hard at, others who should find it easier should give it a try too. UK society is too polarised, Brexit, gender, climate, speech, with little shade or nuance.","https://twitter.com/KatyJonWent/status/1228986500794155008"
"@Asitha Samarawickrama"," @roymears: Climate summit calls for urgent action after Australia's fire-hit summer. Spent yesterday at the  #ClimateEmergencySummit. So…","https://twitter.com/BirdmanSamare/status/1228986499145719808"
"@Kim Harding","Effect of climate change and cause of climate change in one video... https://t.co/1NtnMmZyEc","https://twitter.com/kim_harding/status/1228986497728221184"
"@Fleur E Newman"," @ClimateHome: With an average of 19 billion page views a month, Wikipedia provides readily accessible information to millions in the bro…","https://twitter.com/FleurENewman/status/1228986494125314048"
"@Helen in Somerset 🕷"," @johnharris1969: At a time of climate emergency, widespread poverty, a housing crisis, ruined local & city government, an ever-ageing so…","https://twitter.com/heleninsomerset/status/1228986490237149184"
"@IamthatIam"," @AssaadRazzouk: “In interviews [...] since September, it’s been clear that Australians are reconsidering far more than energy and emissi…","https://twitter.com/IamthatIam888/status/1228986484213960704"
"@Fortunadc","Climate change is real -Fortuna","https://twitter.com/maba_lelah/status/1228986476182020097"
"@Bob For A Full Brexit","HS2 warning: Extinction Rebellion warns it will take action to stop £100bn project. Now That’s A XR Project Many Will Support! https://t.co/rkKvT1s7v4","https://twitter.com/boblister_poole/status/1228986469458628609"
"@Aussie Jack 🇦🇺♔"," @SkyNewsAust: Nationals Senator @mattjcan has revealed he would vote against Liberal Party on key issues such as climate change and ener…","https://twitter.com/oz_jacko/status/1228986468099485697"
"@Tyrell Olenna"," @cdion: Pour mémoire. Total a un scénario interne à +3,5 degrés en 2100, Shell et BP en ont un à +5... en 2050 ! Avis aux climatosceptiq…","https://twitter.com/TyrellOlenna1/status/1228986462319915012"
"@Jo Saunders"," @RBS: WATCH: CEO Alison Rose talks about building a purpose-led bank and the three areas of focus where we can make a substantial impact…","https://twitter.com/JCS28/status/1228986461434847232"
"@Lisa 🦋","@Tony_McNally_ @pimpmytweeting It would be great ethically reg climate change, no planes required for deportation, no carbon emissions! 👍🏻","https://twitter.com/aquitaine1972/status/1228986452597497856"
"@Noel John Turner","@SylviaD32911201 @TonyBaduy @PeterJrgen12 @RoyPentland @Plasticdoe @PolAnimalAus @mentalmal1 @MedBennett @TinFoilAwards @fcmfcs2019 @glaser_holly @swcrisis @dianeclectica @sueytonius @AOECOIN @dan613 @91996340e81d45a @HMS_Indomitable @erlhel @MonkeyMyBack @AtomsksSanakan @JWildhardt @caerbannog666 @5_cambridge @tracemetalclean @ATomalty @toddynd @AndrewFleische7 @PeterDClack @VWatcher56 @insulrpeninsula @thinks_about_it @Zane1968 @GillesnFio @flyonthewall182 @d_e_mol @RushhourP @HardFastAndFree @3GHtweets @RetributiaNorb @SA_TEXROD @waitwha35825253 @Kenneth72712993 @NikolovScience @chrismothman1 @LynnRahn1 @jch_of @trippfunderburk @DavidMo66984563 @EuphoricEuler 0% of the heat theory is based on computer climate models! 0% of the paleo records are based on computer climate models. Computer climate models are only useful for ‘testing’ theories! You need to hope there is something wrong with paleo records. https://t.co/EUeUumHAgv https://t.co/tO8ixgh1KU","https://twitter.com/NoelTurner194/status/1228986451435671554"
"@tad"," @BBCWorld: Climate activists at French airport protest 'doused in pepper spray' https://t.co/JRaLnyFBip","https://twitter.com/tad71720057/status/1228986450152165382"
"@Rosie"," @DanRather: All Democratic candidates believe the climate is in crisis. All believe in science and the need for dramatic action. Preside…","https://twitter.com/Rothoula/status/1228986445374935051"
"@Hidde Boersma"," @MacLovin87: Donaties voor het klimaat blijken met ruime voorsprong de meest effectieve actie te zijn die je als individu kan doen. Zo b…","https://twitter.com/Hiddemhigh/status/1228986438659772416"
"@#Tourismmarketing","When Climate-Induced Change Reaches Social Media: How Realistic Travel Expectations Shape Consumers’ Attitudes toward the Destination https://t.co/59e6ekwMf9 #destinationmarketing via terkko","https://twitter.com/Tourismusmarkt/status/1228986434914332675"
"@Beagle","Surprise surprise. Bojo wants to exclude the First Minister from this event so has been looking for an excuse to move it from Glasgow to somewhere in England. Amazing how the opportunity has now arisen due to this 'mistake' @theSNP  https://t.co/YNHxf2wVGG","https://twitter.com/BrianWalker3179/status/1228986426148212736"
"@APPLICATE-EU"," @mvisbeck: Had a wonderful session of climate and extreme events at #AAAS2020 in Seattle. With graphic recording and all. @AtlantOS_Ocea…","https://twitter.com/applicate_eu/status/1228986419881926656"
"@oscii"," @johnharris1969: At a time of climate emergency, widespread poverty, a housing crisis, ruined local & city government, an ever-ageing so…","https://twitter.com/oscii/status/1228986415469465601"
"@A11OGE"," @johnharris1969: At a time of climate emergency, widespread poverty, a housing crisis, ruined local & city government, an ever-ageing so…","https://twitter.com/morgana11oge/status/1228986415406616576"
"@Not a Canberra Bubbler 🌲🌏🌲"," @mcannonbrookes: I just signed up to support the introduction of the Climate Change Bill into our Parliament. See details, add your name…","https://twitter.com/MSMWatchdog2013/status/1228986411828690945"
"@Ashley Price"," @RebeccaH2020: Today is #WorldPangolinDay!  #PangolinWorldDay, February 15, is an opportunity for people around the world to come togeth…","https://twitter.com/davidashprice/status/1228986409316442112"
"@Jibralta the Deep State Witch💃🌊"," @MikeBloomberg: Mayor @ViLyles has served her city for decades and is one of the nation’s most respected voices for addressing our urgen…","https://twitter.com/PeconicLady/status/1228986405713371136"
"@Jan Hamilton"," @yaakovsloman: This is nonsense. The UK government does not have an interest in working with Scotland, and it doesn't have an interest i…","https://twitter.com/JanHamilton15/status/1228986405013147653"
"@Dental Monthly","https://t.co/kNQs513R7k","https://twitter.com/DentalMonthly/status/1228986399334031368"
"@Sunriseandsunsets","""I'm a chemical n environmental engineer"" -ya climate changing scumbags (chem) -ya filthy hippie against mining (env) -ya filthy assumptions (science v eng)  ""I'm Captain Planet"" -is the hero -driving pollution down to zero -with the powers of earth, fire, wind, water and heart https://t.co/BwZqy6FhlD","https://twitter.com/SimplySurprisin/status/1228986399073812480"
"@truthdriver"," @labor_trash: Went to a BBQ today, the topic of Solar Panels was raised.  The feedback was at ten cents per kwt rebate, Solar Panels are…","https://twitter.com/stevol321/status/1228986390265749505"
"@Runners for XR"," @Ultra_Damo: The real reason you should be joining Extinction Rebellion in the fight against climate change https://t.co/fvgYZTyAkv","https://twitter.com/RunnersforXR/status/1228986387359260672"
"@OldTory","@latimeralder @nigelthegoat All the fuss is about money. Global warming, Ozon Layer & Climate Change debunked, no more opportunity to fleece the gullible, so what about Climate Change EMERGENCY. Sounds good, let’s go with that.","https://twitter.com/old_tory/status/1228986385010393094"
"@Christopher Cartwright","@guardian Biden is useless  Bernie is the climate candidate ..no one else is needed as nothing else matters  Protect climate stability is the only priority","https://twitter.com/chriscartw83/status/1228986384138088450"
"@Dave Pretty"," @zalisteggall: Climate change isn’t left or right. It is simply science. Advance Australia founded & supported  by ""storage king"" Sam Ke…","https://twitter.com/davidpretty/status/1228986376944664576"
"@Percy"," @JaggerMickOZ: Climate Change is Real It Always Changes  Naturally   Olympic skiers need snow  It’s at record levels   Olympic skiers ma…","https://twitter.com/rossf500/status/1228986374998487040"
"@Interested Bystander","This imbecile would be right at home with the knuckle-draggers, flat-earthers and #climate science deniers of the #LNP - argues for more carbon in the atmosphere to “spur plant growth”. How far western “civilisation” has fallen #auspol https://t.co/2HkYfB5HJD","https://twitter.com/IntBystand/status/1228986367876550660"
"@@gueswhogal"," @BarbraStreisand: A very generous man who puts his money where his mouth is... especially about climate change, gun safety and so many o…","https://twitter.com/gueswhogal/status/1228986359878225922"
"@ClimateKola","@GDRNorminton @MLiebreich @herdyshepherd1 @ChrisGPackham @ExtinctionR Perhaps Michael might even teach XR about changing weather patterns in the UK and what can and cannot be robustly attributed to 'climate change'. Then again, maybe not, as they seem to know it all.","https://twitter.com/JaneDryden4/status/1228986357500063744"
"@guenot michel"," @Gjpvernant: L'urgence climatique n'est pas une farce. Juguler cette crise immense, qui s'ajoute à la crise inégalitaire et à la crise d…","https://twitter.com/guenotmichel/status/1228986352210972673"
"@Koku","This is very uplifting and shows us the fantastic world we can achieve if we keep fighting!  History shows that capital cannot stand against people power, and we can win this war!  The only thing I don’t like is there’s no mention of public transport 😭 https://t.co/Ulc2YMYZyJ","https://twitter.com/KokuTheHuman/status/1228986349157408768"
"@💧becca💦"," @PaulEDawson: “Again and again, the same message,”  “Listen to the scientists, listen to the scientists. Listen to the scientists!”  Wel…","https://twitter.com/madbb2015/status/1228986347894931458"
"@Debora Mary"," @HbAlpaca: @60Mins Oh look, Zali Steggall's climate advisor. https://t.co/4zE0rjRecj","https://twitter.com/deb2829/status/1228986343801442304"
"@Gulriz Sen","When climate change shifts from ""the distant and theoretical to the personal and emotional"". The End of Australia as We Know It  https://t.co/SQOr22Ic8Z","https://twitter.com/laninadelagua/status/1228986338982158336"
"@Nikolaj Nielsen"," @zalisteggall: Let’s make history again with a people’s bill on Climate Change. Head to our website https://t.co/XooPxy68Fv and register…","https://twitter.com/nielsen_head/status/1228986337920815105"
"@Malum Scrooge","@Pixie306 Historically, I've settled all my first dates a 100% incl tip.  That could change because of this economical climate, I might consider only settling the ones that go well.  If the date doesn't go well, we go Dutch.","https://twitter.com/Mabankbruk/status/1228986334867607552"
"@Thomas Coates"," @AssaadRazzouk: “In interviews [...] since September, it’s been clear that Australians are reconsidering far more than energy and emissi…","https://twitter.com/TomDCoates/status/1228986330685808640"
"@Shirley Ford"," @markruskell: Bonkers tweets claiming only dredging will save towns from flooding and blaming EU. This is how the right spin climate cha…","https://twitter.com/ShirleyFord15/status/1228986327137427458"
